chrom	chromStart	chromEnd	name	title	trait	genes	orOrBeta	pValue	lincRNAsTranscripts_name	lincRNAsTranscripts_distance	lincRNAsTranscripts_feature	refGene_name	refGene_distance	refGene_feature
chr6_apd_hap1	4143343	4143344	rs1029296	Novel genetic variants associated with lumbar disc degeneration in northern Europeans: a meta-analysis of 4600 subjects.	Disc degeneration (lumbar)	Intergenic	.19	9E-8	TCONS_l2_00031069	-6116	intergenic	LOC100294145	-5569	intergenic
chr6_apd_hap1	4143444	4143445	rs1029295	Novel genetic variants associated with lumbar disc degeneration in northern Europeans: a meta-analysis of 4600 subjects.	Disc degeneration (lumbar)	Intergenic	.19	5E-7	TCONS_l2_00031069	-6015	intergenic	LOC100294145	-5468	intergenic
chr6_apd_hap1	4143896	4143897	rs6936004	Novel genetic variants associated with lumbar disc degeneration in northern Europeans: a meta-analysis of 4600 subjects.	Disc degeneration (lumbar)	Intergenic	.19	1E-7	TCONS_l2_00031069	-5563	intergenic	LOC100294145	-5016	intergenic
chr6_apd_hap1	4144379	4144380	rs10214886	Novel genetic variants associated with lumbar disc degeneration in northern Europeans: a meta-analysis of 4600 subjects.	Disc degeneration (lumbar)	Intergenic	.19	2E-7	TCONS_l2_00031069	-5080	intergenic	LOC100294145	-4533	intergenic
chr6_apd_hap1	4146672	4146673	rs7744666	Novel genetic variants associated with lumbar disc degeneration in northern Europeans: a meta-analysis of 4600 subjects.	Disc degeneration (lumbar)	Intergenic	.20	6E-8	TCONS_l2_00031069	-2787	intergenic	LOC100294145	-2240	intergenic
chr6_apd_hap1	4146708	4146709	rs11969002	Novel genetic variants associated with lumbar disc degeneration in northern Europeans: a meta-analysis of 4600 subjects.	Disc degeneration (lumbar)	Intergenic	.20	6E-8	TCONS_l2_00031069	-2751	intergenic	LOC100294145	-2204	intergenic
chr6_apd_hap1	4147712	4147713	rs9469300	Novel genetic variants associated with lumbar disc degeneration in northern Europeans: a meta-analysis of 4600 subjects.	Disc degeneration (lumbar)	Intergenic	.19	1E-7	TCONS_l2_00031069	-1747	intergenic	LOC100294145	-1200	intergenic
chr6_apd_hap1	4149567	4149568	rs3749982	Novel genetic variants associated with lumbar disc degeneration in northern Europeans: a meta-analysis of 4600 subjects.	Disc degeneration (lumbar)	Intergenic	.19	1E-7	TCONS_l2_00031069	0	nc_exon	LOC100294145	0	nc_exon
chr6_apd_hap1	4319840	4319841	rs3077	Genome-wide association study confirming association of HLA-DP with protection against chronic hepatitis B and viral clearance in Japanese and Korean.	Hepatitis B (viral clearance)	HLA-DPA1	1.82	4E-45	TCONS_l2_00031069	161337	intergenic	HLA-DPA1	0	exon+utr3
chr6_apd_hap1	4319840	4319841	rs3077	Genome-wide association study confirming association of HLA-DP with protection against chronic hepatitis B and viral clearance in Japanese and Korean.	Hepatitis B (viral clearance)	HLA-DPA1	1.67	1E-9	TCONS_l2_00031069	161337	intergenic	HLA-DPA1	0	exon+utr3
chr6_apd_hap1	4319840	4319841	rs3077	A genome-wide association study of chronic hepatitis B identified novel risk locus in a Japanese population.	Hepatitis B	HLA-DPA1	1.87	2E-61	TCONS_l2_00031069	161337	intergenic	HLA-DPA1	0	exon+utr3
chr6_apd_hap1	4329680	4329681	rs987870	Genome-wide association study identifies HLA-DP as a susceptibility gene for pediatric asthma in Asian populations.	Asthma	HLA, DPB1	1.40	2E-10	TCONS_l2_00031069	171177	intergenic	HLA-DPA1	0	intron+utr5
chr6_apd_hap1	4329680	4329681	rs987870	Identification of novel genetic markers associated with clinical phenotypes of systemic sclerosis through a genome-wide association strategy.	Systemic sclerosis	HLA-DPA1, HLA-DPB1	2.09	2E-20	TCONS_l2_00031069	171177	intergenic	HLA-DPA1	0	intron+utr5
chr6_apd_hap1	4341651	4341652	rs9277535	Genome-wide association study confirming association of HLA-DP with protection against chronic hepatitis B and viral clearance in Japanese and Korean.	Hepatitis B (viral clearance)	HLA-DPB1	1.64	2E-21	TCONS_l2_00031069	183148	intergenic	HLA-DPB1	0	exon+utr3
chr6_apd_hap1	4341651	4341652	rs9277535	Genome-wide association study confirming association of HLA-DP with protection against chronic hepatitis B and viral clearance in Japanese and Korean.	Hepatitis B (viral clearance)	HLA-DPB1	1.52	2E-17	TCONS_l2_00031069	183148	intergenic	HLA-DPB1	0	exon+utr3
chr6_apd_hap1	4341651	4341652	rs9277535	A genome-wide association study of hepatitis B vaccine response in an Indonesian population reveals multiple independent risk variants in the HLA region.	Hepatitis B vaccine response	HLA-DPB1	1.39	3E-12	TCONS_l2_00031069	183148	intergenic	HLA-DPB1	0	exon+utr3
chr6_apd_hap1	4341651	4341652	rs9277535	A genome-wide association study of chronic hepatitis B identified novel risk locus in a Japanese population.	Hepatitis B	HLA-DPB1	1.77	3E-54	TCONS_l2_00031069	183148	intergenic	HLA-DPB1	0	exon+utr3
chr6_apd_hap1	4341651	4341652	rs9277535	A genome-wide association study identifies variants in the HLA-DP locus associated with chronic hepatitis B in Asians.	Hepatitis B	HLA-DPB1	1.75	6E-39	TCONS_l2_00031069	183148	intergenic	HLA-DPB1	0	exon+utr3
chr6_apd_hap1	4346908	4346909	rs2281388	A genome-wide association study identifies two new risk loci for Graves' disease.	Graves' disease	HLA, DPB1	1.64	2E-65	TCONS_l2_00031069	188405	intergenic	HLA-DPB1	2644	intergenic
chr6_apd_hap1	4356683	4356684	rs3117242	Genetically distinct subsets within ANCA-associated vasculitis.	Antineutrophil cytoplasmic antibody-associated vasculitis	HLA-DP, COL11A2	3.67	1E-71	TCONS_l2_00031069	198180	intergenic	HLA-DPB2	-10372	intergenic
chr6_apd_hap1	4373011	4373012	rs3117035	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	Intergenic	.14	1E-6	TCONS_l2_00031069	214508	intergenic	HLA-DPB2	0	nc_intron
chr6_apd_hap1	4373210	4373211	rs1883414	Genome-wide association study identifies susceptibility loci for IgA nephropathy.	Nephropathy	HLA-DPA1, HLA-DPB1, HLA-DPB2	1.28	5E-9	TCONS_l2_00031069	214707	intergenic	HLA-DPB2	0	nc_intron
chr13	19311240	19311241	rs9552416	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting insulin-related traits (interaction with BMI)	TUBA3C	NR	3E-24	TCONS_l2_00007044	-1000	intergenic	ANKRD20A9P	-97301	intergenic
chr13	20736215	20736216	rs6490525	Identification of novel germline polymorphisms governing capecitabine sensitivity.	Capecitabine sensitivity	Intergenic	NR	4E-6	TCONS_l2_00007060	-16929	intergenic	GJA3	1032	intergenic
chr13	21209511	21209512	rs7326068	Cross-disorder genomewide analysis of schizophrenia, bipolar disorder, and depression.	Schizophrenia, bipolar disorder and depression (combined)	IFT88	NR	3E-6	TCONS_00021927	68314	intergenic	IFT88	0	intron
chr13	21280033	21280034	rs735539	GWAS of dental caries patterns in the permanent dentition.	Dental caries	IFT88	NR	4E-6	TCONS_00021927	138836	intergenic	IL17D	0	intron
chr13	22305098	22305099	rs518590	Genomewide pharmacogenomic study of metabolic side effects to antipsychotic drugs.	Response to antipsychotic treatment	Intergenic	NR	2E-7	TCONS_00021716	-17373	intergenic	FGF9	26458	intergenic
chr13	22487624	22487625	rs17369571	A genome-wide association study identifies protein quantitative trait loci (pQTLs).	Protein quantitative trait loci	FGF3	NR	1E-7	TCONS_00021612	36807	intergenic	LINC00424	35325	intergenic
chr13	22709669	22709670	rs7318731	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	RR interval (heart rate)	Intergenic	.14	1E-6	TCONS_00021479	-74753	intergenic	LINC00424	257370	intergenic
chr13	23228690	23228691	rs1034200	New loci associated with central cornea thickness include COL5A1, AKAP13 and AVGR8.	Central corneal thickness	AVGR8,AL354828.1	.14	4E-9	TCONS_l2_00007075	-41307	intergenic	BASP1P1	-242477	intergenic
chr13	23294032	23294033	rs373767	Genetic variants on chromosome 1q41 influence ocular axial length and high myopia.	Myopia (pathological)	ZC3H11B	.16	3E-10	TCONS_l2_00007075	23123	intergenic	BASP1P1	-177135	intergenic
chr13	23692977	23692978	rs4770394	Genome-wide association of bipolar disorder suggests an enrichment of replicable associations in regions near genes.	Bipolar disorder	SGCG	1.59	9E-6	TCONS_00021724;TCONS_00021725	451;451	intergenic;intergenic	SGCG	-62081	intergenic
chr13	23744378	23744379	rs9507041	A genome-wide association study of DSM-IV cannabis dependence.	Cannabis dependence	Intergenic	1.55	8E-6	TCONS_00021529	0	nc_intron	SGCG	-10680	intergenic
chr13	23755126	23755127	rs4770403	Genome-wide significant association between alcohol dependence and a variant in the ADH gene cluster.	Alcohol dependence	NR	1.33	6E-6	TCONS_00021529	10390	intergenic	SGCG	0	exon+utr5
chr13	23903790	23903791	rs4770433	A genome-wide association study identifies protein quantitative trait loci (pQTLs).	Protein quantitative trait loci	SACS	NR	4E-6	TCONS_00022142	-136221	intergenic	SACS	0	exon+utr3
chr13	24042509	24042510	rs10162002	Novel associations for hypothyroidism include known autoimmune risk loci.	Hypothyroidism	SACS, TNFRSF19	1.23	5E-6	TCONS_00021728;TCONS_00022142	0;0	nc_intron;nc_intron	LINC00327	-1140	intergenic
chr13	24127209	24127210	rs1572072	A genome-wide association study of nasopharyngeal carcinoma identifies three new susceptibility loci.	Nasopharyngeal carcinoma	TNFRSF19	1.19	1E-8	TCONS_00021731	27586	intergenic	TNFRSF19	-17298	intergenic
chr13	24205194	24205195	rs9510787	A genome-wide association study of nasopharyngeal carcinoma identifies three new susceptibility loci.	Nasopharyngeal carcinoma	TNFRSF19	1.20	2E-9	TCONS_00021731	105571	intergenic	TNFRSF19	0	intron
chr13	24293858	24293859	rs753955	A genome-wide association study identifies two new lung cancer susceptibility loci at 13q12.12 and 22q12.2 in Han Chinese.	Lung cancer	MIPEP	1.18	2E-12	TCONS_l2_00007495	-187745	intergenic	MIPEP	-10468	intergenic
chr13	24296861	24296862	rs7324557	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	Visceral adipose tissue adjusted for BMI	TNFRSF19, MIPEP	NR	8E-6	TCONS_l2_00007495	-184742	intergenic	MIPEP	-7465	intergenic
chr13	24432466	24432467	rs9318086	Genetic variants at 13q12.12 are associated with high myopia in the Han Chinese population.	Myopia (pathological)	MIPEP, C1QTNF9B-AS1, C1QTNF9B	1.32	2E-16	TCONS_l2_00007495	-49137	intergenic	MIPEP	0	intron
chr13	24504954	24504955	rs2765086	Linkage and genome-wide association analysis of obesity-related phenotypes: association of weight with the MGAT1 gene.	Weight	NR	3.86	6E-6	TCONS_l2_00007495	0	nc_intron	ANKRD20A19P	0	nc_intron
chr13	24598383	24598384	rs17079773	Genome-wide association scan of quantitative traits for attention deficit hyperactivity disorder identifies novel associations and confirms candidate gene associations.	Inattentive symptoms	Intergenic	NR	5E-6	TCONS_l2_00006745;TCONS_l2_00006746	52542;52542	intergenic;intergenic	ANKRD20A19P	74929	intergenic
chr13	24654227	24654228	rs17079928	Genome wide study of maternal and parent-of-origin effects on the etiology of orofacial clefts.	Orofacial clefts	SPATA13	1.33	6E-6	TCONS_l2_00006746;TCONS_l2_00006745	108386;108386	intergenic;intergenic	SPATA13	-80632	intergenic
chr13	24658355	24658356	rs9805786	Genome-wide association study of comorbid depressive syndrome and alcohol dependence.	Depression and alcohol dependence	SPATA13	1.65	7E-6	TCONS_l2_00006746;TCONS_l2_00006745	112514;112514	intergenic;intergenic	SPATA13	-76504	intergenic
chr13	24795488	24795489	rs715921	Genome-wide association studies identify CHRNA5/3 and HTR4 in the development of airflow obstruction.	Airflow obstruction	SPATA13	1.20	8E-7	TCONS_l2_00006747	-106378	intergenic	SPATA13	0	intron+utr5
chr13	25082629	25082630	rs9581094	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	PARP4	1.70	7E-7	TCONS_l2_00006748	-32300	intergenic	PARP4	0	intron+utr5
chr13	26037959	26037960	rs4770837	A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.	Bipolar disorder and schizophrenia	NR	1.25	5E-6	TCONS_l2_00007372	253526	intergenic	ATP8A2	0	intron
chr13	26724327	26724328	rs17511627	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	Intergenic	1.75	5E-6	TCONS_00021614	96804	intergenic	RNF6	-62576	intergenic
chr13	27415672	27415673	rs9319321	Alpha-T-catenin (CTNNA3) gene was identified as a risk variant for toluene diisocyanate-induced asthma by genome-wide association analysis.	Asthma (toluene diisocyanate-induced)	Intergenic	5.20	3E-6	TCONS_00021735	322768	intergenic	GPR12	80750	intergenic
chr13	27531266	27531267	rs17085007	Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47.	Ulcerative colitis	Intergenic	1.16	1E-16	TCONS_00021532	-215128	intergenic	USP12	-109019	intergenic
chr13	27531266	27531267	rs17085007	A genome-wide association study identifies three new susceptibility loci for ulcerative colitis in the Japanese population.	Ulcerative colitis	USP12	1.35	7E-8	TCONS_00021532	-215128	intergenic	USP12	-109019	intergenic
chr13	27879525	27879526	rs10507380	Genome-wide association study of electrocardiographic and heart rate variability traits: the Framingham Heart Study.	Electrocardiographic traits	RPL21	NR	8E-6	TCONS_00022239	54671	intergenic	RASL11A	31698	intergenic
chr13	27920610	27920611	rs9512637	A quantitative-trait genome-wide association study of alcoholism risk in the community: findings and implications.	Alcoholism (heaviness of drinking)	Intergenic	.11	1E-7	TCONS_00021533	-26873	intergenic	RASL11A	72783	intergenic
chr13	28020179	28020180	rs4771122	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	MTIF3, GTF3A	.09	9E-10	TCONS_00021948	-22249	intergenic	MTIF3	0	intron+utr5
chr13	28058403	28058404	rs7336332	Genome-wide association yields new sequence variants at seven loci that associate with measures of obesity.	Weight	NR	4.01	1E-6	TCONS_00021948	15388	intergenic	MTIF3	33664	intergenic
chr13	28077143	28077144	rs9512730	Genomewide association for schizophrenia in the CATIE study: results of stage 1.	Schizophrenia	Intergenic	1.52	5E-6	TCONS_00021948	34128	intergenic	LNX2	-42905	intergenic
chr13	28197435	28197436	rs7097	Common variants on 14q32 and 13q12 are associated with DLBCL susceptibility.	Large B-cell lymphoma	LNX2	1.44	7E-6	TCONS_00021737	-115436	intergenic	POLR1D;POLR1D;POLR1D	0;0;0	intron;exon+utr3;intron+utr5
chr13	28429737	28429738	rs9512900	Conduct disorder and ADHD: evaluation of conduct problems as a categorical and quantitative trait in the international multicentre ADHD genetics study.	Attention deficit hyperactivity disorder and conduct disorder	GSX1, PDX1	NR	9E-6	TCONS_00021951	-97876	intergenic	GSX1	61648	intergenic
chr13	28491197	28491198	rs2293941	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting glucose-related traits (interaction with BMI)	PDX1	NR	5E-10	TCONS_00021951	-36416	intergenic	PDX1	-2969	intergenic
chr13	28929710	28929711	rs17086609	A genome-wide study of common SNPs and CNVs in cognitive performance in the CANTAB.	Cognitive performance	FLT1	NR	5E-6	TCONS_l2_00006768	-222508	intergenic	FLT1	0	intron
chr13	29278449	29278450	rs1305088	Genome-wide association study identifies variants associated with histologic features of nonalcoholic Fatty liver disease.	Non-alcoholic fatty liver disease histology (other)	SLC46A3	.58	9E-6	TCONS_l2_00006768	104128	intergenic	SLC46A3	0	intron
chr13	29431337	29431338	rs1161463	Does parental expressed emotion moderate genetic effects in ADHD? An exploration using a genome wide association scan.	Attention deficit hyperactivity disorder symptoms (interaction)	Intergenic	1.72	2E-6	TCONS_l2_00006768	257016	intergenic	SLC46A3	138187	intergenic
chr13	29961331	29961332	rs2388082	A genome-wide association study of caffeine-related sleep disturbance: confirmation of a role for a common variant in the adenosine receptor.	Insomnia (caffeine-induced)	MTUS2	1.69	4E-6	TCONS_00021740	-208687	intergenic	MTUS2	0	intron
chr13	30458736	30458737	rs9314986	Genome-wide association study identifies a susceptibility locus for biliary atresia on 10q24.2.	Biliary atresia	UBL3	2.95	2E-6	TCONS_00021535	0	nc_intron	LINC00297	0	nc_intron
chr13	30885222	30885223	rs185694	Genetically distinct subsets within ANCA-associated vasculitis.	Antineutrophil cytoplasmic antibody-associated vasculitis	KATNAL1	NR	4E-6	TCONS_00021619	-5273	intergenic	KATNAL1	3598	intergenic
chr13	31113378	31113379	rs11618202	Genome-wide association with MRI atrophy measures as a quantitative trait locus for Alzheimer's disease.	MRI atrophy measures	HMGB1	.00	7E-6	TCONS_00021627	117004	intergenic	HMGB1	73297	intergenic
chr13	33147547	33147548	rs7332115	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	PDS5B/BRCA2	.02	6E-10	TCONS_00021632	-304020	intergenic	PDS5B	-13015	intergenic
chr13	33387245	33387246	rs990324	Genome-wide association with MRI atrophy measures as a quantitative trait locus for Alzheimer's disease.	Total ventricular volume	PDS5B	.01	5E-6	TCONS_00021632	-64322	intergenic	LINC00423	0	nc_intron
chr13	33693836	33693837	rs9315204	Genome-wide association study of intracranial aneurysm identifies three new risk loci.	Intracranial aneurysm	STARD13	1.20	3E-9	TCONS_00021632	208048	intergenic	STARD13	0	intron
chr13	34654917	34654918	rs690705	Genome-wide scan of copy number variation in late-onset Alzheimer's disease.	Alzheimer's disease	RFC3	NR	6E-7	TCONS_00021749	-348739	intergenic	RFC3	114222	intergenic
chr13	36177818	36177819	rs1777672	Common genetic variation and the control of HIV-1 in humans.	HIV-1 control	Intergenic	NR	4E-7	TCONS_00021967	-553266	intergenic	MIR548F5;NBEA	0;0	nc_intron;intron
chr13	36351765	36351766	rs7328278	Genome-wide association study of the age of onset of childhood asthma.	Asthma (childhood onset)	NR	.13	3E-6	TCONS_00021967	-379319	intergenic	DCLK1;MIR548F5	0;0	intron;nc_intron
chr13	36476446	36476447	rs6563210	Identification, replication, and fine-mapping of Loci associated with adult height in individuals of african ancestry.	Height	DCLK1	.04	7E-7	TCONS_00021967	-254638	intergenic	DCLK1;MIR548F5	0;0	intron;nc_intron
