chrom	chromStart	chromEnd	name	trait	genes	orOrBeta	pValue
chr1	69684996	69684997	rs4650135	Inattentive symptoms	Intergenic	NR	5E-6
chr1	70154440	70154441	rs1417437	Orofacial clefts	LRRC7	1.25	9E-6
chr1	70154440	70154441	rs1417437	Orofacial clefts	LRRC7	1.30	4E-6
chr1	70335681	70335682	rs2226284	Hypertension risk in short sleep duration	LRRC7	5.91	3E-8
chr1	70355980	70355981	rs12037173	Attention deficit hyperactivity disorder	LRRC7	NR	4E-6
chr1	70921172	70921173	rs10458561	Antipsychotic-induced QTc interval prolongation	Intergenic	NR	4E-7
chr1	72071128	72071129	rs10493485	Hemostatic factors and hematological phenotypes	NEGR1	NR	2E-6
chr1	72274472	72274473	rs12141391	Systemic lupus erythematosus	NEGR1	NR	7E-6
chr1	72765115	72765116	rs2568958	Weight	NEGR1	3.37	2E-8
chr1	72765115	72765116	rs2568958	Body mass index	NEGR1	3.77	1E-11
chr1	72812439	72812440	rs2815752	Body mass index	NEGR1	.13	2E-22
chr1	72812439	72812440	rs2815752	Body mass index	NEGR1	.10	6E-8
chr1	72823712	72823713	rs990871	Subcutaneous adipose tissue	NEGR1	NR	4E-6
chr1	74339166	74339167	rs11210359	Bipolar disorder and schizophrenia	LRRIQ3	NR	8E-6
chr1	74991643	74991644	rs1514175	Body mass index	TNNI3K	.07	8E-14
chr1	75235316	75235317	rs3931020	Resistin levels	TYW3, CRYZ	.05	6E-12
chr1	75298781	75298782	rs11161851	Visceral fat	TYW3	NR	7E-6
chr1	75770624	75770625	rs1249675	Capecitabine sensitivity	SLC44A5	NR	7E-6
chr1	75913825	75913826	rs1857353	MRI atrophy measures	SLC44A5	.02	2E-6
chr1	76106674	76106675	rs211718	Metabolic traits	ACADM	.16	2E-71
chr1	76106674	76106675	rs211718	Metabolite levels	ACADM	14.60	1E-63
chr1	76484013	76484014	rs12753569	Personality dimensions	Intergenic	.10	8E-6
chr1	76772327	76772328	rs10873876	Acute lymphoblastic leukemia (childhood)	SIAT7C	1.55	4E-6
chr1	78623625	78623626	rs17391694	Height	GIPC2	.04	2E-11
chr1	79238014	79238015	rs4650608	Bipolar disorder	PTGFR	NR	8E-9
chr1	79254761	79254762	rs12730292	Bipolar disorder	Intergenic	1.10	5E-6
chr1	80134122	80134123	rs7533906	Bipolar disorder and schizophrenia	FAM69A	1.30	4E-6
chr1	80243000	80243001	rs12024204	Endometriosis	Intergenic	1.22	6E-6
chr1	80734580	80734581	rs11162963	Aging (time to event)	ELTD1	1.09	4E-6
chr1	82074851	82074852	rs11809789	Bilirubin levels	RP5-837I24.4	.40	6E-6
chr1	82247247	82247248	rs11163372	Temperament	LPHN2	.19	3E-6
chr1	83054798	83054799	rs10874322	Response to taxane treatment (docetaxel)	TTLL7	NR	2E-6
chr1	83311834	83311835	rs11163585	Response to antipsychotic treatment	Intergenic	NR	9E-7
chr1	83489843	83489844	rs12742923	HIV-associated dementia	Intergenic	NR	8E-7
chr1	84254550	84254551	rs7552393	Select biomarker traits	Intergenic	NR	5E-7
chr1	84254734	84254735	rs7539409	Alzheimer's disease	TTLL7	NR	1E-6
chr1	84622512	84622513	rs903263	Breast cancer (male)	PRKACB	1.27	1E-6
chr1	84761347	84761348	rs1085093	Metabolic syndrome	GLTP	NR	3E-6
chr1	84865229	84865230	rs12144715	Response to hepatitis C treatment	DNASE2B	.64	7E-6
chr1	85226298	85226299	rs1750491	Dental caries	LPAR3	NR	2E-6
chr1	85268242	85268243	rs10782529	Lipoprotein-associated phospholipase A2 activity change in response to statin therapy	EDG7	1.70	4E-6
chr1	85290408	85290409	rs9728717	Economic and political preferences (time)	EDG7	.14	9E-6
chr1	85311191	85311192	rs1983853	Type 1 diabetes	EDG7	1.20	2E-6
chr1	85772008	85772009	rs233100	Multiple sclerosis	DDAH1	1.08	1E-6
chr1	87613357	87613358	rs7553864	Smoking behavior	AK002179	.08	3E-6
chr1	87705030	87705031	rs6576878	White blood cell types	LMO4	.05	6E-6
chr1	88132379	88132380	rs983332	Response to TNF antagonist treatment	LMO4	NR	5E-6
chr1	88625635	88625636	rs12032672	Periodontal microbiota	PKN2	1.99	1E-6
chr1	88802011	88802012	rs2179965	Cognitive test performance	Intergenic	NR	1E-6
chr1	89123442	89123443	rs6699417	Height	PKN2	.02	5E-9
chr1	89146233	89146234	rs12145922	Liver enzyme levels (gamma-glutamyl transferase)	CCBL2, PKN2	2.80	4E-11
chr1	90875887	90875888	rs2136093	Response to antidepressants	Intergenic	8.30	4E-7
chr1	90943906	90943907	rs2390582	Coronary artery calcification	Intergenic	NR	1E-6
chr1	91288129	91288130	rs3843306	Pulmonary function decline	Intergenic	.18	5E-6
chr1	91569688	91569689	rs164898	Metabolic syndrome	ZNF644	NR	6E-6
chr1	92077096	92077097	rs1192415	Optic disc parameters	CDC7, TGFBR3	.10	8E-17
chr1	92077096	92077097	rs1192415	Optic disc parameters	CDC7,TGFBR3	.06	3E-28
chr1	92077096	92077097	rs1192415	Optic disc size (disc)	HSP90B3P	.25	3E-7
chr1	92211019	92211020	rs17131547	Bone mineral density	TGFBR3	1.20	1E-6
chr1	93009437	93009438	rs7515577	Cholesterol, total	GVI1,EVI5	1.18	3E-8
chr1	93148376	93148377	rs11810217	Multiple sclerosis	EVI5	1.15	6E-15
chr1	93303602	93303603	rs6604026	Multiple sclerosis	EVI5, RPL5	1.17	3E-6
chr1	93303602	93303603	rs6604026	Multiple sclerosis	RPL5	1.15	8E-6
chr1	93323970	93323971	rs10874746	Height	RPL5	.02	7E-11
chr1	93401836	93401837	rs12745968	Bipolar disorder and schizophrenia	NR	1.25	8E-7
chr1	94462768	94462769	rs17110736	Dialysis-related mortality	ABCA4	2.08	5E-6
chr1	94553437	94553438	rs560426	Orofacial clefts	NR	1.42	3E-12
chr1	94553437	94553438	rs560426	Orofacial clefts	IRF6	NR	5E-10
chr1	94611299	94611300	rs2774920	D-dimer levels	ABCA4, ARHGAP29	.05	1E-6
chr1	95053352	95053353	rs12029080	D-dimer levels	F3	10.40	6E-52
chr1	95070040	95070041	rs7542900	Type 2 diabetes	SLC44A3, F3	1.16	6E-6
chr1	95549535	95549536	rs9437689	Phospholipid levels (plasma)	ALG14	.70	5E-8
chr1	95692309	95692310	rs1414896	Non-alcoholic fatty liver disease histology (AST)	Intergenic	.26	2E-6
chr1	96145967	96145968	rs6693882	Pain	NR	NR	2E-6
chr1	96943993	96943994	rs1973993	Weight	NR	2.71	1E-6
chr1	96944796	96944797	rs1555543	Body mass index	PTBP2	.06	4E-10
chr1	97037082	97037083	rs10783050	Body mass index	NR	2.60	4E-6
chr1	97113914	97113915	rs12071951	Schizophrenia	PTBP2	1.14	5E-7
chr1	97164342	97164343	rs7544736	Schizophrenia	PTBP2	1.25	6E-7
chr1	97819666	97819667	rs11165846	Platelet counts	DPYD	NR	9E-6
chr1	98502933	98502934	rs1625579	Schizophrenia	MIR137	1.12	2E-11
chr1	98552831	98552832	rs1198588	Schizophrenia	has-mir-137, DPYD	1.12	5E-7
chr1	99177252	99177253	rs9727115	Proinsulin levels	SNX7	NR	2E-7
chr1	99348835	99348836	rs11166135	Dental caries	LPPR5	NR	1E-6
chr1	99524046	99524047	rs10747502	Myopia (pathological)	LOC100129620	NR	1E-9
chr1	100049784	100049785	rs7543130	Aortic root size	PALMD	.03	1E-7
chr1	100335976	100335977	rs17121403	Pulmonary function decline	Intergenic	.83	7E-6
chr1	101331535	101331536	rs12048904	Multiple sclerosis	EXTL2, VCAM1	1.09	4E-8
chr1	101331535	101331536	rs12048904	Multiple sclerosis	EXTL2	1.09	4E-8
chr1	101407518	101407519	rs11581062	Multiple sclerosis	SLC30A7, VCAM1	1.12	3E-10
chr1	101551925	101551926	rs17410015	Response to antipsychotic treatment	Intergenic	NR	2E-6
chr1	101938476	101938477	rs1948368	Bipolar disorder	NR	1.15	6E-6
chr1	103133908	103133909	rs10874639	Protein quantitative trait loci	COL11A1	NR	3E-6
chr1	103379917	103379918	rs3753841	Glaucoma (primary open-angle)	COL11A1	1.20	9E-10
chr1	104852737	104852738	rs10881542	Glaucoma (primary open-angle)	NR	1.18	2E-6
chr1	107336300	107336301	rs12097821	Non-obstructive azoospermia	PRMT6	1.25	6E-10
chr1	107432575	107432576	rs12726652	Working memory	Intergenic	NR	5E-7
chr1	107463642	107463643	rs12125971	Intelligence	PRMT6	6.93	7E-6
chr1	107546374	107546375	rs17496332	Sex hormone-binding globulin levels	PRMT6	.03	2E-7
chr1	107546374	107546375	rs17496332	Sex hormone-binding globulin levels	PRMT6	.03	1E-11
chr1	107577831	107577832	rs4118325	AIDS	Intergenic	4.17	6E-7
chr1	107830857	107830858	rs10494067	Anorexia nervosa	NTNG1	NR	6E-6
chr1	108366015	108366016	rs4915077	Hypothyroidism	VAV3	1.30	8E-10
chr1	109817191	109817192	rs7528419	Lipoprotein-associated phospholipase A2 activity and mass	CELSR2	.04	1E-17
chr1	109817589	109817590	rs12740374	Lipoprotein-associated phospholipase A2 activity and mass	SORT1	.03	2E-22
chr1	109817589	109817590	rs12740374	Coronary heart disease	CELSR2	.18	9E-29
chr1	109817589	109817590	rs12740374	LDL cholesterol	CELSR2, PSRC1, SORT1	.23	2E-42
chr1	109817837	109817838	rs660240	Cardiovascular disease risk factors	CELSR2	.17	2E-22
chr1	109817837	109817838	rs660240	LDL cholesterol	CELSR2	.04	1E-26
chr1	109818305	109818306	rs629301	LDL cholesterol	CELSR2,PSRC1,SORT1	5.65	1E-170
chr1	109818305	109818306	rs629301	Cholesterol, total	CELSR2,PSRC1,SORT1	5.41	6E-131
chr1	109818529	109818530	rs646776	Coronary heart disease	CELSR2, PSRC1, SORT1	1.14	6E-10
chr1	109818529	109818530	rs646776	Progranulin levels	SORT1,CELSR2,PSRC1	.18	2E-30
chr1	109818529	109818530	rs646776	Response to statin therapy	CELSR2,PSRC1, SORT1	NR	4E-6
chr1	109818529	109818530	rs646776	Myocardial infarction (early onset)	CELSR2, PSRC1, SORT1	1.19	8E-12
chr1	109818529	109818530	rs646776	LDL cholesterol	CELSR2	.16	8E-23
chr1	109818529	109818530	rs646776	Cholesterol, total	CELSR2	.13	9E-22
chr1	109818529	109818530	rs646776	LDL cholesterol	CELSR2, PSRC1, SORT1	.16	2E-12
chr1	109818529	109818530	rs646776	LDL cholesterol	CELSR2,PSRC1,SORT1	.16	3E-29
chr1	109822165	109822166	rs599839	Metabolite levels	CELSR2, PSRC1, SORT1	5.23	2E-19
chr1	109822165	109822166	rs599839	Coronary heart disease	SORT1	1.11	3E-10
chr1	109822165	109822166	rs599839	Lipoprotein-associated phospholipase A2 activity and mass	PSRC1	5.50	3E-15
chr1	109822165	109822166	rs599839	LDL cholesterol	CELSR2,PSRC1	.16	1E-33
chr1	109822165	109822166	rs599839	LDL cholesterol	CELSR2,PSRC1,SORT1	5.48	6E-33
chr1	109822165	109822166	rs599839	LDL cholesterol	CELSR2,PSRC1	.95	1E-7
chr1	109822165	109822166	rs599839	Coronary heart disease	PSRC1	1.29	4E-9
chr1	109999837	109999838	rs1933182	Chronic kidney disease	SYPL2,ATXN7L2,CYB561D1,PSMA5,AMIGO1,SORT1	.01	1E-7
chr1	110031187	110031188	rs12049330	Major depressive disorder	ATXN7L2, SYPL2, CYB561D1	1.44	6E-6
chr1	110119731	110119732	rs6537837	Major depressive disorder	GNAT2, GNAI3, AMPD2	1.43	1E-6
chr1	110352476	110352477	rs10494112	Paget's disease	CSF1, EPS8LS	1.72	7E-35
chr1	110366082	110366083	rs484959	Paget's disease	CSF1	1.82	5E-24
chr1	110645326	110645327	rs17025426	Visceral adipose tissue/subcutaneous adipose tissue ratio	UBL4B, FAM40A, SLC6A17, ALX3	NR	2E-6
chr1	110770222	110770223	rs958798	Self-rated health	KCNC4	.03	4E-7
chr1	111033808	111033809	rs4839431	Immune reponse to smallpox (secreted IFN-alpha)	CYMP	NR	2E-7
chr1	111237684	111237685	rs12061304	Panic disorder	Intergenic	NR	1E-6
chr1	111417914	111417915	rs2885805	Cytomegalovirus antibody response	CD53	.21	5E-6
chr1	111684275	111684276	rs1335645	Liver enzyme levels (gamma-glutamyl transferase)	CEPT1, DENND2D	4.30	7E-9
chr1	112192121	112192122	rs494453	Osteoporosis	RAP1A	NR	4E-8
chr1	112392359	112392360	rs12044963	Immune reponse to smallpox (secreted IFN-alpha)	KCND3	NR	9E-10
chr1	112437343	112437344	rs2798334	Visceral adipose tissue adjusted for BMI	KCND3	NR	1E-6
chr1	112464375	112464376	rs17029069	Cardiac repolarization	KCND3	1.29	8E-6
chr1	112856569	112856570	rs7555668	Cognitive performance	RP5-965F6.2	NR	3E-6
chr1	113190806	113190807	rs17030613	Blood pressure	ST7L, CAPZA1	.49	8E-6
chr1	113190806	113190807	rs17030613	Blood pressure	ST7L, CAPZA1	.38	1E-8
chr1	113216542	113216543	rs2932538	Systolic blood pressure	MOV10	.39	1E-9
chr1	113216542	113216543	rs2932538	Hypertension	MOV10	.05	3E-7
chr1	113216542	113216543	rs2932538	Diastolic blood pressure	MOV10	.24	1E-9
chr1	113216542	113216543	rs2932538	Blood pressure	MOV10	.25	8E-6
chr1	113313562	113313563	rs11590090	Hyperactive-impulsive symptoms	Intergenic	NR	3E-6
chr1	114303807	114303808	rs6679677	Hypothyroidism	PHTF1, RSBN1, PTPN22	1.36	3E-13
chr1	114303807	114303808	rs6679677	Type 1 diabetes	PTPN22	NR	1E-40
chr1	114303807	114303808	rs6679677	Rheumatoid arthritis	PTPN22	1.79	6E-42
chr1	114303807	114303808	rs6679677	Type 1 diabetes	PTPN22	1.82	5E-26
chr1	114303807	114303808	rs6679677	Rheumatoid arthritis	PTPN22	1.98	6E-25
chr1	114303807	114303808	rs6679677	Type 1 diabetes	PHTF1, PTPN22	1.89	8E-24
chr1	114377567	114377568	rs2476601	Myasthenia gravis	PTPN22	1.71	8E-10
chr1	114377567	114377568	rs2476601	Type 1 diabetes autoantibodies	PTPN22	2.00	2E-111
chr1	114377567	114377568	rs2476601	Crohn's disease	PTPN22	1.26	4E-9
chr1	114377567	114377568	rs2476601	Rheumatoid arthritis	PTPN22	1.94	9E-74
chr1	114377567	114377568	rs2476601	Vitiligo	PTPN22	1.39	1E-7
chr1	114377567	114377568	rs2476601	Rheumatoid arthritis	PTPN22	NR	2E-21
chr1	114377567	114377568	rs2476601	Type 1 diabetes	PTPN22	NR	9E-85
chr1	114377567	114377568	rs2476601	Crohn's disease	PTPN22	1.31	1E-8
chr1	114377567	114377568	rs2476601	Rheumatoid arthritis	PTPN22	1.72	2E-11
chr1	114377567	114377568	rs2476601	Type 1 diabetes	PTPN22	1.80	1E-7
chr1	114377567	114377568	rs2476601	Type 1 diabetes	PTPN22	1.98	2E-80
chr1	114715583	114715584	rs2774292	Bipolar disorder and schizophrenia	NR	2.09	3E-6
chr1	115734090	115734091	rs195204	Alcoholism (heaviness of drinking)	Intergenic	.10	9E-6
chr1	115875644	115875645	rs4332358	Bipolar disorder and schizophrenia	NR	1.26	5E-6
chr1	116310966	116310967	rs4074536	Ventricular conduction	CASQ2	.42	2E-8
chr1	117038286	117038287	rs12025416	Multiple sclerosis	CD58	1.45	1E-7
chr1	117100956	117100957	rs1335532	Multiple sclerosis	CD58	1.22	3E-16
chr1	117100956	117100957	rs1335532	Multiple sclerosis	CD58	1.28	1E-7
chr1	117104214	117104215	rs2300747	Multiple sclerosis	CD58	1.37	6E-9
chr1	117104214	117104215	rs2300747	Multiple sclerosis	CD58	1.30	3E-10
chr1	117469780	117469781	rs2806864	Erectile dysfunction and prostate cancer treatment	PTGFRN	6.42	6E-7
chr1	117751364	117751365	rs12046117	Arthritis (juvenile idiopathic)	VTCN1	1.58	1E-6
chr1	118855586	118855587	rs9428104	Height	SPAG17	.04	6E-23
chr1	118868404	118868405	rs17038182	Height	Intergenic	.30	5E-7
chr1	118883972	118883973	rs12735613	Height	SPAG17	.08	4E-11
chr1	119503842	119503843	rs984222	Waist-hip ratio	TBX15, WARS2	.03	9E-25
chr1	120257575	120257576	rs477992	Metabolic traits	PHGDH	.05	3E-14
chr1	120517958	120517959	rs10923931	Type 2 diabetes	NOTCH2, ADAM30	1.13	4E-8
chr1	121200489	121200490	rs6600671	Hip geometry	Intergenic	NR	6E-7
chr1	121280612	121280613	rs11249433	Breast cancer	Intergenic	1.16	7E-10
chr1	144992180	144992181	rs2863344	Capecitabine sensitivity	PDE4DIP	NR	2E-6
chr1	145395603	145395604	rs12091564	Coronary heart disease	HFE2	NR	2E-7
chr1	145416055	145416056	rs10218795	Coronary heart disease	HFE2	NR	2E-7
chr1	145723644	145723645	rs1967017	Urate levels	PDZK1	3.33	4E-8
chr1	145725688	145725689	rs12129861	Uric acid levels	PDZK1	.06	3E-9
chr1	146508933	146508934	rs12122100	HIV-1 control	NR	NR	1E-6
chr1	146560563	146560564	rs11239930	AIDS progression	NBPF14	1.47	2E-6
chr1	146854835	146854836	rs4950322	Protein quantitative trait loci	CHD1L	NR	7E-7
chr1	146854835	146854836	rs4950322	Protein quantitative trait loci	CHD1L	NR	2E-7
chr1	147226790	147226791	rs1891498	Cognitive performance	GJA5	NR	9E-6
chr1	149892871	149892872	rs11205277	Height	SF3B4	.05	5E-32
chr1	149892871	149892872	rs11205277	Height	Histone class 2A,MTMR11, SV2A, SF3B4	5.10	1E-10
chr1	150860470	150860471	rs7412746	Melanoma	ARNT, SETDB1, LASS2, ANXA9, MCL1, CTSK	1.15	9E-11
chr1	150951476	150951477	rs267734	Chronic kidney disease	ANXA9,FAM63A,PRUNE,BNIPL,LASS2,SETDB1	.01	1E-12
chr1	150961868	150961869	rs1722784	Melanoma	ANXA9	1.12	2E-6
chr1	151895092	151895093	rs10788819	Hair morphology	AL450992.4	NR	2E-8
chr1	152037514	152037515	rs3124314	Hair morphology	AL591893.2	NR	4E-6
chr1	152062766	152062767	rs17646946	Common traits (Other)	TCHH	.29	2E-42
chr1	152083324	152083325	rs11803731	Hair morphology	TCHH	6.11	3E-31
chr1	152300816	152300817	rs3126085	Atopic dermatitis	FLG	1.22	6E-12
chr1	152316589	152316590	rs3120665	Personality dimensions	Intergenic	.14	4E-6
chr1	152454590	152454591	rs908922	Hair morphology	LCE5A	NR	4E-6
chr1	152492558	152492559	rs4845783	Asthma	CRCT1	NR	6E-6
chr1	152493153	152493154	rs499697	Common traits (Other)	LCE3E	.13	1E-10
chr1	152537953	152537954	rs10888501	Response to antipsychotic treatment	Intergenic	9.00	1E-6
chr1	152550017	152550018	rs4085613	Psoriasis	LCE3D, LCE3A	1.32	7E-30
chr1	152551275	152551276	rs4112788	Psoriasis	LCE3D	1.29	3E-10
chr1	153479997	153479998	rs4845552	Hippocampal atrophy	S100A5	NR	6E-6
chr1	153769399	153769400	rs9426935	Lentiform nucleus volume	LOC343052	96.63	5E-6
chr1	153774275	153774276	rs4434872	Conduct disorder (symptom count)	LOC343052	.08	8E-6
chr1	153848995	153848996	rs7414227	Lentiform nucleus volume	GATAD2B	99.50	3E-6
chr1	153913769	153913770	rs2252508	Lentiform nucleus volume	DENND4B	97.78	5E-6
chr1	153939129	153939130	rs11264736	Lentiform nucleus volume	SLC39A1	98.69	4E-6
chr1	154418878	154418879	rs4537545	C-reactive protein	IL6R	11.50	2E-14
chr1	154426263	154426264	rs4129267	Asthma	IL6R	1.09	2E-8
chr1	154426263	154426264	rs4129267	C-reactive protein	IL6R	.08	2E-48
chr1	154426263	154426264	rs4129267	Protein quantitative trait loci	IL6R	NR	2E-57
chr1	154426263	154426264	rs4129267	Pulmonary function	IL6R	NR	7E-6
chr1	154437895	154437896	rs2229238	Coronary heart disease	ILR6	1.45	7E-7
chr1	154814267	154814268	rs6666258	Atrial fibrillation	KCNN3, PMVK	1.18	2E-14
chr1	154814352	154814353	rs13376333	Atrial fibrillation	KCNN3	1.52	2E-21
chr1	155108166	155108167	rs12726330	Parkinson's disease	GBA	1.71	5E-8
chr1	155126947	155126948	rs10908458	Liver enzyme levels (gamma-glutamyl transferase)	DPM3, EFNA1, PKLR	3.70	2E-15
chr1	155162066	155162067	rs4072037	Esophageal cancer and gastric cancer	NR	1.33	4E-7
chr1	155162066	155162067	rs4072037	Magnesium levels	MUC1	.01	2E-36
chr1	155194979	155194980	rs2049805	Renal function-related traits (BUN)	MTX1, GBA	.01	2E-12
chr1	155868624	155868625	rs2282301	Conduct disorder (interaction)	RIT1	2.88	7E-6
chr1	155927751	155927752	rs2364403	Amyotrophic lateral sclerosis (age of onset)	ARHGEF2	NR	1E-6
chr1	156030036	156030037	rs34372695	Parkinson's disease	SYT11	1.47	4E-12
chr1	156341493	156341494	rs7525133	Visceral adipose tissue adjusted for BMI	RHBG	NR	5E-6
chr1	156356479	156356480	rs6686886	Subcutaneous adipose tissue	CCT3, C1orf182, C1orf61, RHBG	NR	9E-6
chr1	156456300	156456301	rs3790455	Migraine	MEF2D	1.20	7E-11
chr1	156869046	156869047	rs12566888	Platelet aggregation	PEAR1	NR	5E-19
chr1	156869046	156869047	rs12566888	Platelet aggregation	PEAR1	NR	4E-16
chr1	157130565	157130566	rs6427356	Attention deficit hyperactivity disorder and conduct disorder	ETV3L, ETV3	NR	8E-6
chr1	157437509	157437510	rs6686423	Renal sinus fat	FCRL5	.19	8E-6
chr1	157669277	157669278	rs3761959	Graves' disease	FCRL3	1.23	2E-13
chr1	157669277	157669278	rs3761959	Multiple sclerosis	FCRL3	1.08	3E-6
chr1	157670815	157670816	rs7528684	Type 1 diabetes autoantibodies	FCRL3	1.52	1E-11
chr1	158585414	158585415	rs2779116	Glycated hemoglobin levels	SPTA1	.02	3E-9
chr1	158612547	158612548	rs857721	Other erythrocyte phenotypes	SPTA1	.00	1E-10
chr1	158932554	158932555	rs1101999	Asthma	PYHIN1	NR	4E-9
chr1	159005648	159005649	rs1772408	Celiac disease and Rheumatoid arthritis	IFI16	NR	8E-7
chr1	159147451	159147452	rs3026968	Inflammatory biomarkers	CADM3	NR	9E-14
chr1	159148512	159148513	rs1474747	Select biomarker traits	IGSF4B	NR	3E-6
chr1	159173886	159173887	rs3027009	Lean body mass and age at menarche (combined)	DARC	NR	7E-7
chr1	159174682	159174683	rs2814778	White blood cell count	DARC	1.35	7E-55
chr1	159174682	159174683	rs2814778	Neutrophil count	DARC	NR	1E-8
chr1	159175353	159175354	rs12075	Monocyte chemoattractant protein-1	DARC	NR	1E-21
chr1	159175353	159175354	rs12075	Inflammatory biomarkers	DARC	NR	4E-51
chr1	159175353	159175354	rs12075	White blood cell count	DARC	1.27	5E-24
chr1	159175526	159175527	rs13962	IgE levels	DARC	.09	2E-11
chr1	159196764	159196765	rs10489849	Select biomarker traits	IGSF4B	NR	1E-6
chr1	159218265	159218266	rs3845624	Inflammatory biomarkers	DARC	NR	2E-11
chr1	159272059	159272060	rs2251746	IgE levels	FCER1A	.09	5E-26
chr1	159272059	159272060	rs2251746	IgE levels	FCER1A	19.20	2E-20
chr1	159278250	159278251	rs2494250	Select biomarker traits	FCER1A,OR10J3	NR	1E-14
chr1	159326879	159326880	rs4656784	IgE levels	OR10J3	.08	2E-16
chr1	159342438	159342439	rs6687840	Chemerin levels	OR10J3	NR	7E-6
chr1	159357683	159357684	rs4446959	Chemerin levels	OR10J1	NR	8E-6
chr1	159405958	159405959	rs4128725	Select biomarker traits	OR10J1	NR	4E-12
chr1	159453936	159453937	rs4133289	Hemostatic factors and hematological phenotypes	OR10J1,OR10J5	NR	2E-7
chr1	159647987	159647988	rs12093699	Protein quantitative trait loci	CRP	NR	6E-6
chr1	159655517	159655518	rs726640	C-reactive protein	CRPP1, CRP	.44	2E-13
chr1	159674932	159674933	rs876537	C-reactive protein	CRP	.29	1E-9
chr1	159678815	159678816	rs2794520	C-reactive protein	CRP	.16	2E-186
chr1	159678815	159678816	rs2794520	Metabolic traits	CRP	.47	3E-22
chr1	159678815	159678816	rs2794520	Select biomarker traits	CRP	NR	3E-8
chr1	159680867	159680868	rs2808630	Lung cancer	CRP	1.22	7E-6
chr1	159684664	159684665	rs3091244	C-reactive protein	CRP	.20	6E-28
chr1	159685135	159685136	rs3093059	C-reactive protein	CRP	.16	4E-21
chr1	159691558	159691559	rs1341665	Inflammatory biomarkers	CRP	NR	2E-20
chr1	159692572	159692573	rs2808634	C-reactive protein	CRP, APCS, DARC, FCER1A, DUSP23, OR10J1, OR10J5, OR10J3, OLFML2B, IFI16, FCRL6	.15	3E-10
chr1	159698548	159698549	rs7553007	C-reactive protein	CRP, APCS, DARC, FCER1A, DUSP23, OR10J1, OR10J5, OR10J3, OLFML2B, IFI16, FCRL6	.27	1E-37
chr1	159698548	159698549	rs7553007	C-reactive protein	CRP	.13	1E-9
chr1	159698548	159698549	rs7553007	C-reactive protein	CRP	20.70	8E-44
chr1	159700038	159700039	rs11265260	C-reactive protein	CRP	NR	7E-6
chr1	159710516	159710517	rs11265263	Vaccine-related adverse events	Intergenic	NR	3E-6
chr1	159753182	159753183	rs4233356	Interstitial lung disease	DUSP23	2.51	9E-6
chr1	160421915	160421916	rs16832015	Cognitive performance	VANGL2	NR	2E-6
chr1	160630142	160630143	rs11265461	Schizophrenia (treatment refractory)	SLAMF1	1.45	2E-7
chr1	160746075	160746076	rs576523	Capecitabine sensitivity	Intergenic	NR	2E-7
